"id","timestamp","location","aqi","pm25","pm10","co","so2","no2","o3"
"1","2025-11-14 22:31:20.762336+00","Hanoi","82","26","51","1000","24","50","12"
"2","2025-11-14 15:52:11.364104+00","Hanoi","82","26","51","1000","24","50","12"
"3","2025-11-14 16:24:27.293915+00","Hanoi","82","26","51","1000","24","50","12"
"4","2025-11-14 16:50:40.96044+00","Ba Ria Vung Tau","72","20","34","482","5","20","30"
"5","2025-11-14 16:50:42.362669+00","Bac Giang","94","32","47","975","17","48","10"
"6","2025-11-14 16:50:43.667805+00","Bac Ninh","88","29","40","1000","24","61","3"
"7","2025-11-14 16:50:44.994197+00","Binh Dinh","76","23","33","212","2","8","43"
"8","2025-11-14 16:50:46.502157+00","Binh Duong","70","20","33","576","9","30","25"
"9","2025-11-14 16:50:47.890777+00","Can Tho","79","24","34","751","7","32","20"
"10","2025-11-14 16:50:49.238962+00","Cao Bang","92","31","62","688","5","26","14"
"11","2025-11-14 16:50:50.585874+00","Da Nang","84","27","48","270","3","12","36"
"12","2025-11-14 16:50:51.882588+00","Gia Lai","84","27","30","354","4","29","33"
"13","2025-11-14 16:50:53.252286+00","Ha Nam","98","34","58","1000","20","45","8"
"14","2025-11-14 16:50:54.621237+00","Ha Nam Province","96","33","44","1000","20","50","10"
"15","2025-11-14 16:50:56.108156+00","Ha Noi","96","33","56","1000","26","55","7"
"16","2025-11-14 16:50:57.459188+00","Hai Duong","93","32","50","982","17","49","12"
"17","2025-11-14 16:50:58.739872+00","Hai Phong","89","29","47","826","14","36","19"
"18","2025-11-14 16:51:00.016728+00","Ho Chi Minh","76","23","32","791","11","36","19"
"19","2025-11-14 16:51:01.292937+00","Hanoi","82","26","51","1000","24","50","12"
"20","2025-11-14 16:51:02.546353+00","Hung Yen","77","23","86","996","16","18","5"
"21","2025-11-14 16:51:03.912269+00","Hoa Binh Province","94","32","56","1000","26","49","8"
"22","2025-11-14 16:51:05.274933+00","Khanh Hoa","68","18","29","214","1","8","36"
"23","2025-11-14 16:51:06.636859+00","Lam Dong","22","4","7","194","1","7","29"
"24","2025-11-14 16:51:07.996609+00","Lang Son","98","34","58","940","11","39","10"
"25","2025-11-14 16:51:09.332251+00","Lang Son Province","97","34","51","1000","16","47","8"
"26","2025-11-14 16:51:10.661527+00","Lao Cai","64","16","22","368","2","5","22"
"27","2025-11-14 16:51:11.936226+00","Long An","93","32","42","734","12","37","20"
"28","2025-11-14 16:51:13.316825+00","Nghe An","76","22","36","794","4","27","20"
"29","2025-11-14 16:51:14.570637+00","Ninh Binh","75","22","35","916","9","24","11"
"30","2025-11-14 16:51:15.891973+00","Ninh Thuan","66","17","32","189","1","10","40"
"31","2025-11-14 16:51:17.278108+00","Phu Tho","102","36","46","778","14","35","24"
"32","2025-11-14 16:51:18.596157+00","Quang Binh Province","71","20","35","467","2","15","28"
"33","2025-11-14 16:51:19.856277+00","Quang Nam","73","21","39","278","3","11","25"
"34","2025-11-14 16:51:21.199729+00","Quang Ngai","94","32","48","240","2","8","29"
"35","2025-11-14 16:51:22.47648+00","Quang Ninh","81","25","34","492","7","18","28"
"36","2025-11-14 16:51:23.837873+00","Quang Ninh Province","75","22","25","350","4","8","33"
"37","2025-11-14 16:51:24.00725+00","Quang Tri","75","22","25","350","4","8","33"
"38","2025-11-14 16:51:25.299843+00","Son La","96","33","53","1000","21","45","12"
"39","2025-11-14 16:51:26.702156+00","Tay Ninh","71","20","30","738","11","32","21"
"40","2025-11-14 16:51:28.045139+00","Thai Binh","92","31","61","526","6","19","16"
"41","2025-11-14 16:51:29.335169+00","Thai Binh Province","90","30","59","568","7","20","17"
"42","2025-11-14 16:51:44.011855+00","Thua Thien Hue","79","24","40","306","2","8","28"
"43","2025-11-14 16:51:45.355476+00","Tra Vinh","81","25","33","494","5","21","33"
"44","2025-11-14 16:51:56.678904+00","Tuyen Quang Province","117","42","48","1000","19","52","15"
"45","2025-11-14 17:17:00.107119+00","Ba Ria Vung Tau","72","20","34","482","5","20","30"
"46","2025-11-14 17:17:00.304199+00","Bac Giang","94","32","47","975","17","48","10"
"47","2025-11-14 17:17:00.514501+00","Bac Ninh","88","29","40","1000","24","61","3"
"48","2025-11-14 17:17:00.765029+00","Binh Dinh","76","23","33","212","2","8","43"
"49","2025-11-14 17:17:00.90788+00","Binh Duong","70","20","33","576","9","30","25"
"50","2025-11-14 17:17:01.056176+00","Can Tho","79","24","34","751","7","32","20"
"51","2025-11-14 17:17:02.342357+00","Cao Bang","92","31","62","688","5","26","14"
"52","2025-11-14 17:17:02.511541+00","Da Nang","84","27","48","270","3","12","36"
"53","2025-11-14 17:17:02.72156+00","Gia Lai","84","27","30","354","4","29","33"
"54","2025-11-14 17:17:02.887773+00","Ha Nam","98","34","58","1000","20","45","8"
"55","2025-11-14 17:17:04.215882+00","Ha Nam Province","96","33","44","1000","20","50","10"
"56","2025-11-14 17:17:05.612494+00","Ha Noi","96","33","56","1000","26","55","7"
"57","2025-11-14 17:17:06.863136+00","Hai Duong","93","32","50","982","17","49","12"
"58","2025-11-14 17:17:07.00047+00","Hai Phong","89","29","47","826","14","36","19"
"59","2025-11-14 17:17:07.219314+00","Ho Chi Minh","76","23","32","791","11","36","19"
"60","2025-11-14 17:17:07.357761+00","Hanoi","82","26","51","1000","24","50","12"
"61","2025-11-14 17:17:07.516379+00","Hung Yen","77","23","86","996","16","18","5"
"62","2025-11-14 17:17:08.798778+00","Hoa Binh Province","94","32","56","1000","26","49","8"
"63","2025-11-14 17:17:10.135315+00","Khanh Hoa","68","18","29","214","1","8","36"
"64","2025-11-14 17:17:10.304541+00","Lam Dong","22","4","7","194","1","7","29"
"65","2025-11-14 17:17:11.540019+00","Lang Son","98","34","58","940","11","39","10"
"66","2025-11-14 17:17:11.697052+00","Lang Son Province","97","34","51","1000","16","47","8"
"67","2025-11-14 17:17:12.053354+00","Lao Cai","64","16","22","368","2","5","22"
"68","2025-11-14 17:17:12.191947+00","Long An","93","32","42","734","12","37","20"
"69","2025-11-14 17:17:12.763137+00","Nghe An","76","22","36","794","4","27","20"
"70","2025-11-14 17:17:12.941386+00","Ninh Binh","75","22","35","916","9","24","11"
"71","2025-11-14 17:17:13.067911+00","Ninh Thuan","66","17","32","189","1","10","40"
"72","2025-11-14 17:17:13.849765+00","Phu Tho","102","36","46","778","14","35","24"
"73","2025-11-14 17:17:13.98355+00","Quang Binh Province","71","20","35","467","2","15","28"
"74","2025-11-14 17:17:14.16035+00","Quang Nam","73","21","39","278","3","11","25"
"75","2025-11-14 17:17:15.479524+00","Quang Ngai","94","32","48","240","2","8","29"
"76","2025-11-14 17:17:15.609332+00","Quang Ninh","81","25","34","492","7","18","28"
"77","2025-11-14 17:17:15.806267+00","Quang Ninh Province","75","22","25","350","4","8","33"
"78","2025-11-14 17:17:15.989581+00","Quang Tri","75","22","25","350","4","8","33"
"79","2025-11-14 17:17:16.147813+00","Son La","96","33","53","1000","21","45","12"
"80","2025-11-14 17:17:17.434011+00","Tay Ninh","71","20","30","738","11","32","21"
"81","2025-11-14 17:17:17.624079+00","Thai Binh","92","31","61","526","6","19","16"
"82","2025-11-14 17:17:17.785417+00","Thai Binh Province","90","30","59","568","7","20","17"
"83","2025-11-14 17:17:19.037677+00","Thua Thien Hue","79","24","40","306","2","8","28"
"84","2025-11-14 17:17:20.343445+00","Tra Vinh","81","25","33","494","5","21","33"
"85","2025-11-14 17:17:21.591017+00","Tuyen Quang Province","117","42","48","1000","19","52","15"
"86","2025-11-14 17:17:22.866668+00","Vinh Long","82","26","34","728","8","28","22"
"87","2025-11-14 17:17:23.108288+00","Vinh Phuc","102","36","40","1000","28","71","5"
"88","2025-11-14 18:27:03.613697+00","Ba Ria Vung Tau","72","20","34","482","5","20","30"
"89","2025-11-14 18:27:04.84358+00","Bac Giang","94","32","47","975","17","48","10"
"90","2025-11-14 18:27:06.086516+00","Bac Ninh","88","29","40","1000","24","61","3"
"91","2025-11-14 18:27:07.336796+00","Binh Dinh","76","23","33","212","2","8","43"
"92","2025-11-14 18:27:08.531687+00","Binh Duong","70","20","33","576","9","30","25"
"93","2025-11-14 18:27:09.729912+00","Can Tho","79","24","34","751","7","32","20"
"94","2025-11-14 18:27:10.922181+00","Cao Bang","92","31","62","688","5","26","14"
"95","2025-11-14 18:27:20.393485+00","Da Nang","63","16","31","252","2","11","38"
"96","2025-11-14 18:27:21.609302+00","Gia Lai","84","27","30","354","4","29","33"
"97","2025-11-14 18:27:22.776851+00","Ha Nam","98","34","58","1000","20","45","8"
"98","2025-11-14 18:27:23.970258+00","Ha Nam Province","96","33","44","1000","20","50","10"
"99","2025-11-14 18:27:25.221732+00","Ha Noi","96","33","56","1000","26","55","7"
"100","2025-11-14 18:27:26.404531+00","Hai Duong","93","32","50","982","17","49","12"
"101","2025-11-14 18:27:27.590925+00","Hai Phong","89","29","47","826","14","36","19"
"102","2025-11-14 18:27:28.780827+00","Ho Chi Minh","76","23","32","791","11","36","19"
"103","2025-11-14 18:27:28.944537+00","Hanoi","82","26","51","1000","24","50","12"
"104","2025-11-14 18:27:30.181468+00","Hung Yen","77","23","86","996","16","18","5"
"105","2025-11-14 18:27:31.403071+00","Hoa Binh Province","94","32","56","1000","26","49","8"
"106","2025-11-14 18:27:32.603031+00","Khanh Hoa","68","18","29","214","1","8","36"
"107","2025-11-14 18:27:33.857081+00","Lam Dong","22","4","7","194","1","7","29"
"108","2025-11-14 18:27:35.065134+00","Lang Son","98","34","58","940","11","39","10"
"109","2025-11-14 18:27:36.280342+00","Lang Son Province","97","34","51","1000","16","47","8"
"110","2025-11-14 18:27:37.058098+00","Lao Cai","64","16","22","368","2","5","22"
"111","2025-11-14 18:27:38.249686+00","Long An","93","32","42","734","12","37","20"
"112","2025-11-14 18:27:39.478381+00","Nghe An","76","22","36","794","4","27","20"
"113","2025-11-14 18:27:40.666855+00","Ninh Binh","75","22","35","916","9","24","11"
"114","2025-11-14 18:27:41.844598+00","Ninh Thuan","66","17","32","189","1","10","40"
"115","2025-11-14 18:27:43.042366+00","Phu Tho","102","36","46","778","14","35","24"
"116","2025-11-14 18:27:44.276353+00","Quang Binh Province","71","20","35","467","2","15","28"
"117","2025-11-14 18:27:45.516748+00","Quang Nam","73","21","39","278","3","11","25"
"118","2025-11-14 18:27:46.694564+00","Quang Ngai","94","32","48","240","2","8","29"
"119","2025-11-14 18:27:47.258924+00","Quang Ninh","81","25","34","492","7","18","28"
"120","2025-11-14 18:27:48.49091+00","Quang Ninh Province","75","22","25","350","4","8","33"
"121","2025-11-14 18:27:48.637078+00","Quang Tri","75","22","25","350","4","8","33"
"122","2025-11-14 18:27:49.811163+00","Son La","96","33","53","1000","21","45","12"
"123","2025-11-14 18:27:51.009623+00","Tay Ninh","71","20","30","738","11","32","21"
"124","2025-11-14 18:27:52.196416+00","Thai Binh","92","31","61","526","6","19","16"
"125","2025-11-14 18:27:53.388942+00","Thai Binh Province","90","30","59","568","7","20","17"
"126","2025-11-14 18:27:54.577671+00","Thua Thien Hue","79","24","40","306","2","8","28"
"127","2025-11-14 18:27:55.783438+00","Tra Vinh","81","25","33","494","5","21","33"
"128","2025-11-14 18:27:56.996747+00","Tuyen Quang Province","117","42","48","1000","19","52","15"
"129","2025-11-14 18:27:58.156337+00","Vinh Long","82","26","34","728","8","28","22"
"130","2025-11-14 18:27:59.386206+00","Vinh Phuc","102","36","40","1000","28","71","5"
"131","2025-11-14 19:15:18.076046+00","Ba Ria Vung Tau","72","20","34","482","5","20","30"
"132","2025-11-14 19:15:18.260379+00","Bac Giang","94","32","47","975","17","48","10"
"133","2025-11-14 19:15:18.490378+00","Bac Ninh","88","29","40","1000","24","61","3"
"134","2025-11-14 19:15:18.621934+00","Binh Dinh","76","23","33","212","2","8","43"
"135","2025-11-14 19:15:18.779471+00","Binh Duong","70","20","33","576","9","30","25"
"136","2025-11-14 19:15:19.065908+00","Can Tho","79","24","34","751","7","32","20"
"137","2025-11-14 19:15:19.242962+00","Cao Bang","92","31","62","688","5","26","14"
"138","2025-11-14 19:15:20.521661+00","Da Nang","63","16","31","252","2","11","38"
"139","2025-11-14 19:15:20.750007+00","Gia Lai","84","27","30","354","4","29","33"
"140","2025-11-14 19:15:20.926946+00","Ha Nam","98","34","58","1000","20","45","8"
"141","2025-11-14 19:15:21.09268+00","Ha Nam Province","96","33","44","1000","20","50","10"
"142","2025-11-14 19:15:21.351663+00","Ha Noi","96","33","56","1000","26","55","7"
"143","2025-11-14 19:15:21.576167+00","Hai Duong","93","32","50","982","17","49","12"
"144","2025-11-14 19:15:21.768004+00","Hai Phong","89","29","47","826","14","36","19"
"145","2025-11-14 19:15:36.937248+00","Hanoi","82","26","51","1000","24","50","12"
"146","2025-11-14 19:15:37.076462+00","Hung Yen","77","23","86","996","16","18","5"
"147","2025-11-14 19:15:37.205991+00","Hoa Binh Province","94","32","56","1000","26","49","8"
"148","2025-11-14 19:15:37.394605+00","Khanh Hoa","68","18","29","214","1","8","36"
"149","2025-11-14 19:15:37.533554+00","Lam Dong","22","4","7","194","1","7","29"
"150","2025-11-14 19:15:37.714492+00","Lang Son","98","34","58","940","11","39","10"
"151","2025-11-14 19:15:37.901245+00","Lang Son Province","97","34","51","1000","16","47","8"
"152","2025-11-14 19:15:38.065332+00","Lao Cai","64","16","22","368","2","5","22"
"153","2025-11-14 19:15:38.305511+00","Long An","93","32","42","734","12","37","20"
"154","2025-11-14 19:15:38.520025+00","Nghe An","76","22","36","794","4","27","20"
"155","2025-11-14 19:15:38.69079+00","Ninh Binh","75","22","35","916","9","24","11"
"156","2025-11-14 19:15:38.825228+00","Ninh Thuan","66","17","32","189","1","10","40"
"157","2025-11-14 19:15:39.030106+00","Phu Tho","102","36","46","778","14","35","24"
"158","2025-11-14 19:15:39.162498+00","Quang Binh Province","71","20","35","467","2","15","28"
"159","2025-11-14 19:15:39.304732+00","Quang Nam","73","21","39","278","3","11","25"
"160","2025-11-14 19:15:39.467176+00","Quang Ngai","94","32","48","240","2","8","29"
"161","2025-11-14 19:15:39.612771+00","Quang Ninh","81","25","34","492","7","18","28"
"162","2025-11-14 19:15:39.819287+00","Quang Ninh Province","75","22","25","350","4","8","33"
"163","2025-11-14 19:15:39.997494+00","Quang Tri","75","22","25","350","4","8","33"
"164","2025-11-14 19:15:40.154552+00","Son La","96","33","53","1000","21","45","12"
"165","2025-11-14 19:15:40.317068+00","Tay Ninh","71","20","30","738","11","32","21"
"166","2025-11-14 19:15:40.519934+00","Thai Binh","92","31","61","526","6","19","16"
"167","2025-11-14 19:15:40.689864+00","Thai Binh Province","90","30","59","568","7","20","17"
"168","2025-11-14 19:15:40.844355+00","Thua Thien Hue","79","24","40","306","2","8","28"
"169","2025-11-14 19:15:40.993747+00","Tra Vinh","81","25","33","494","5","21","33"
"170","2025-11-14 19:15:41.137316+00","Tuyen Quang Province","117","42","48","1000","19","52","15"
"171","2025-11-14 19:15:41.295175+00","Vinh Long","82","26","34","728","8","28","22"
"172","2025-11-14 19:15:41.463587+00","Vinh Phuc","102","36","40","1000","28","71","5"
"173","2025-11-14 20:21:01.859923+00","Ba Ria Vung Tau","72","20","34","482","5","20","30"
"174","2025-11-14 20:21:02.021211+00","Bac Giang","94","32","47","975","17","48","10"
"175","2025-11-14 20:21:02.163896+00","Bac Ninh","88","29","40","1000","24","61","3"
"176","2025-11-14 20:21:02.36408+00","Binh Dinh","76","23","33","212","2","8","43"
"177","2025-11-14 20:21:02.522767+00","Binh Duong","70","20","33","576","9","30","25"
"178","2025-11-14 20:21:02.743467+00","Can Tho","79","24","34","751","7","32","20"
"179","2025-11-14 20:21:02.901176+00","Cao Bang","92","31","62","688","5","26","14"
"180","2025-11-14 20:21:03.02916+00","Da Nang","63","16","31","252","2","11","38"
"181","2025-11-14 20:21:03.230898+00","Gia Lai","84","27","30","354","4","29","33"
"182","2025-11-14 20:21:03.487919+00","Ha Nam","98","34","58","1000","20","45","8"
"183","2025-11-14 20:21:03.681579+00","Ha Nam Province","96","33","44","1000","20","50","10"
"184","2025-11-14 20:21:03.908434+00","Ha Noi","96","33","56","1000","26","55","7"
"185","2025-11-14 20:21:04.085905+00","Hai Duong","93","32","50","982","17","49","12"
"186","2025-11-14 20:21:04.258157+00","Hai Phong","89","29","47","826","14","36","19"
"187","2025-11-14 20:21:04.432501+00","Ho Chi Minh","97","34","41","827","12","38","11"
"188","2025-11-14 20:21:04.627714+00","Hanoi","82","26","51","1000","24","50","12"
"189","2025-11-14 20:21:04.784862+00","Hung Yen","77","23","86","996","16","18","5"
"190","2025-11-14 20:21:04.962388+00","Hoa Binh Province","94","32","56","1000","26","49","8"
"191","2025-11-14 20:21:05.095231+00","Khanh Hoa","68","18","29","214","1","8","36"
"192","2025-11-14 20:21:05.299321+00","Lam Dong","22","4","7","194","1","7","29"
"193","2025-11-14 20:21:05.480905+00","Lang Son","98","34","58","940","11","39","10"
"194","2025-11-14 20:21:05.64929+00","Lang Son Province","97","34","51","1000","16","47","8"
"195","2025-11-14 20:21:05.837032+00","Lao Cai","64","16","22","368","2","5","22"
"196","2025-11-14 20:21:06.005391+00","Long An","93","32","42","734","12","37","20"
"197","2025-11-14 20:21:06.164295+00","Nghe An","76","22","36","794","4","27","20"
"198","2025-11-14 20:21:06.325912+00","Ninh Binh","75","22","35","916","9","24","11"
"199","2025-11-14 20:21:06.496416+00","Ninh Thuan","66","17","32","189","1","10","40"
"200","2025-11-14 20:21:06.666334+00","Phu Tho","102","36","46","778","14","35","24"
"201","2025-11-14 20:21:06.848776+00","Quang Binh Province","71","20","35","467","2","15","28"
"202","2025-11-14 20:21:07.012667+00","Quang Nam","73","21","39","278","3","11","25"
"203","2025-11-14 20:21:07.193821+00","Quang Ngai","94","32","48","240","2","8","29"
"204","2025-11-14 20:21:07.488786+00","Quang Ninh","81","25","34","492","7","18","28"
"205","2025-11-14 20:21:07.717656+00","Quang Ninh Province","75","22","25","350","4","8","33"
"206","2025-11-14 20:21:07.879265+00","Quang Tri","75","22","25","350","4","8","33"
"207","2025-11-14 20:21:08.041972+00","Son La","96","33","53","1000","21","45","12"
"208","2025-11-14 20:21:08.206851+00","Tay Ninh","71","20","30","738","11","32","21"
"209","2025-11-14 20:21:08.361239+00","Thai Binh","92","31","61","526","6","19","16"
"210","2025-11-14 20:21:08.551324+00","Thai Binh Province","90","30","59","568","7","20","17"
"211","2025-11-14 20:21:08.687081+00","Thua Thien Hue","79","24","40","306","2","8","28"
"212","2025-11-14 20:21:08.80879+00","Tra Vinh","81","25","33","494","5","21","33"
"213","2025-11-14 20:21:08.950455+00","Tuyen Quang Province","117","42","48","1000","19","52","15"
"214","2025-11-14 20:21:09.123404+00","Vinh Long","82","26","34","728","8","28","22"
"215","2025-11-14 20:21:09.309106+00","Vinh Phuc","102","36","40","1000","28","71","5"
"216","2025-11-14 21:17:10.863076+00","Ba Ria Vung Tau","72","20","34","482","5","20","30"
"217","2025-11-14 21:17:15.082181+00","Bac Giang","85","28","39","609","8","25","5"
"218","2025-11-14 21:17:16.306379+00","Bac Ninh","88","29","40","1000","24","61","3"
"219","2025-11-14 21:17:17.540982+00","Binh Dinh","76","23","33","212","2","8","43"
"220","2025-11-14 21:17:18.752861+00","Binh Duong","70","20","33","576","9","30","25"
"221","2025-11-14 21:17:20.783175+00","Can Tho","75","22","29","748","6","23","11"
"222","2025-11-14 21:17:21.981229+00","Cao Bang","92","31","62","688","5","26","14"
"223","2025-11-14 21:17:23.245404+00","Da Nang","63","16","31","252","2","11","38"
"224","2025-11-14 21:17:24.426082+00","Gia Lai","84","27","30","354","4","29","33"
"225","2025-11-14 21:17:25.625576+00","Ha Nam","98","34","58","1000","20","45","8"
"226","2025-11-14 21:17:28.878949+00","Ha Nam Province","94","32","43","1000","17","38","8"
"227","2025-11-14 21:17:32.159453+00","Ha Noi","156","65","77","991","16","39","4"
"228","2025-11-14 21:17:33.402914+00","Hai Duong","93","32","50","982","17","49","12"
"229","2025-11-14 21:17:34.547416+00","Hai Phong","89","29","47","826","14","36","19"
"230","2025-11-14 21:17:35.78076+00","Ho Chi Minh","97","34","41","827","12","38","11"
"231","2025-11-14 21:17:38.286513+00","Hanoi","156","63","81","992","16","38","4"
"232","2025-11-14 21:17:38.931647+00","Hung Yen","77","23","86","996","16","18","5"
"233","2025-11-14 21:17:40.169906+00","Hoa Binh Province","94","32","56","1000","26","49","8"
"234","2025-11-14 21:17:41.376896+00","Khanh Hoa","68","18","29","214","1","8","36"
"235","2025-11-14 21:17:42.556158+00","Lam Dong","22","4","7","194","1","7","29"
"236","2025-11-14 21:17:43.792204+00","Lang Son","98","34","58","940","11","39","10"
"237","2025-11-14 21:17:45.041429+00","Lang Son Province","97","34","51","1000","16","47","8"
"238","2025-11-14 21:17:46.381475+00","Lao Cai","64","16","22","368","2","5","22"
"239","2025-11-14 21:17:47.522864+00","Long An","93","32","42","734","12","37","20"
"240","2025-11-14 21:17:48.728731+00","Nghe An","76","22","36","794","4","27","20"
"241","2025-11-14 21:17:52.82912+00","Ninh Binh","73","21","29","998","8","19","5"
"242","2025-11-14 21:17:54.008485+00","Ninh Thuan","66","17","32","189","1","10","40"
"243","2025-11-14 21:17:54.656285+00","Phu Tho","102","36","46","778","14","35","24"
"244","2025-11-14 21:17:55.801779+00","Quang Binh Province","71","20","35","467","2","15","28"
"245","2025-11-14 21:17:57.131198+00","Quang Nam","73","21","39","278","3","11","25"
"246","2025-11-14 21:17:58.277536+00","Quang Ngai","94","32","48","240","2","8","29"
"247","2025-11-14 21:17:59.493731+00","Quang Ninh","81","25","34","492","7","18","28"
"248","2025-11-14 21:18:00.785029+00","Quang Ninh Province","75","22","25","350","4","8","33"
"249","2025-11-14 21:18:00.921856+00","Quang Tri","75","22","25","350","4","8","33"
"250","2025-11-14 21:18:02.129952+00","Son La","96","33","53","1000","21","45","12"
"251","2025-11-14 21:18:03.37979+00","Tay Ninh","71","20","30","738","11","32","21"
"252","2025-11-14 21:18:04.606793+00","Thai Binh","92","31","61","526","6","19","16"
"253","2025-11-14 21:18:05.75087+00","Thai Binh Province","90","30","59","568","7","20","17"
"254","2025-11-14 21:18:07.012308+00","Thua Thien Hue","79","24","40","306","2","8","28"
"255","2025-11-14 21:18:10.135396+00","Tra Vinh","69","19","26","305","2","6","37"
"256","2025-11-14 21:18:11.623765+00","Tuyen Quang Province","117","42","48","1000","19","52","15"
"257","2025-11-14 21:18:12.90018+00","Vinh Long","82","26","34","728","8","28","22"
"258","2025-11-14 21:18:14.190553+00","Vinh Phuc","102","36","40","1000","28","71","5"
"259","2025-11-14 22:18:10.290252+00","Bac Giang","85","28","39","609","8","25","5"
"260","2025-11-14 22:18:56.375044+00","Can Tho","75","22","29","748","6","23","11"
"261","2025-11-14 22:19:12.835894+00","Da Nang","63","16","31","252","2","11","38"
"262","2025-11-14 22:19:44.381213+00","Ha Nam Province","94","32","43","1000","17","38","8"
"263","2025-11-14 22:19:45.791082+00","Ha Noi","156","65","77","991","16","39","4"
"264","2025-11-14 22:20:17.295627+00","Ho Chi Minh","97","34","41","827","12","38","11"
"265","2025-11-14 22:20:18.654024+00","Hanoi","156","63","81","992","16","38","4"
"266","2025-11-14 22:22:35.732257+00","Ninh Binh","73","21","29","998","8","19","5"
"267","2025-11-14 22:23:32.475317+00","Tra Vinh","69","19","26","305","2","6","37"
"268","2025-11-14 23:17:17.322057+00","Ba Ria Vung Tau","75","22","34","390","5","16","22"
"269","2025-11-14 23:17:18.67016+00","Bac Giang","85","28","39","609","8","25","5"
"270","2025-11-14 23:17:20.011664+00","Bac Ninh","113","42","54","724","12","31","3"
"271","2025-11-14 23:17:21.404759+00","Binh Dinh","65","17","24","292","5","18","34"
"272","2025-11-14 23:17:22.78152+00","Binh Duong","72","20","27","356","5","14","24"
"273","2025-11-14 23:17:22.99775+00","Can Tho","75","22","29","748","6","23","11"
"274","2025-11-14 23:17:24.264598+00","Cao Bang","88","29","48","525","2","12","4"
"275","2025-11-14 23:17:24.458951+00","Da Nang","63","16","31","252","2","11","38"
"276","2025-11-14 23:17:25.232351+00","Gia Lai","62","15","26","589","17","106","16"
"277","2025-11-14 23:17:26.555035+00","Ha Nam","117","45","55","1000","16","35","9"
"278","2025-11-14 23:17:27.868885+00","Ha Nam Province","94","32","43","1000","17","38","8"
"279","2025-11-14 23:17:29.316977+00","Ha Noi","156","65","77","991","16","39","4"
"280","2025-11-14 23:17:30.659188+00","Hai Duong","98","33","50","681","11","27","8"
"281","2025-11-14 23:17:32.032006+00","Hai Phong","88","29","46","640","10","21","13"
"282","2025-11-14 23:17:32.208274+00","Ho Chi Minh","97","34","41","827","12","38","11"
"283","2025-11-14 23:17:32.391576+00","Hanoi","156","63","81","992","16","38","4"
"284","2025-11-14 23:17:33.723536+00","Hung Yen","87","28","36","1000","20","38","2"
"285","2025-11-14 23:17:35.038746+00","Hoa Binh Province","173","87","109","1000","14","36","3"
"286","2025-11-14 23:17:36.308878+00","Khanh Hoa","65","17","22","349","4","24","30"
"287","2025-11-14 23:17:37.588529+00","Lam Dong","58","13","19","220","1","3","28"
"288","2025-11-14 23:17:39.017507+00","Lang Son","84","27","44","470","4","14","5"
"289","2025-11-14 23:17:40.359395+00","Lang Son Province","86","28","40","469","6","20","5"
"290","2025-11-14 23:17:41.683425+00","Lao Cai","70","19","26","334","1","2","22"
"291","2025-11-14 23:17:42.968402+00","Long An","80","24","33","558","10","26","12"
"292","2025-11-14 23:17:44.777051+00","Nghe An","71","20","31","857","4","15","18"
"293","2025-11-14 23:17:44.97492+00","Ninh Binh","73","21","29","998","8","19","5"
"294","2025-11-14 23:17:47.228723+00","Ninh Thuan","62","15","19","210","1","5","37"
"295","2025-11-14 23:17:49.399654+00","Phu Tho","88","29","45","544","9","13","21"
"296","2025-11-14 23:17:52.640701+00","Quang Binh Province","82","26","34","546","1","9","30"
"297","2025-11-14 23:17:54.423738+00","Quang Nam","73","21","26","258","2","4","27"
"298","2025-11-14 23:17:55.674269+00","Quang Ngai","81","25","25","229","2","5","37"
"299","2025-11-14 23:17:57.796599+00","Quang Ninh","76","23","35","491","6","13","20"
"300","2025-11-14 23:18:01.394894+00","Quang Ninh Province","75","22","28","399","4","8","28"
"301","2025-11-14 23:18:01.563734+00","Quang Tri","75","22","28","399","4","8","28"
"302","2025-11-14 23:18:04.764347+00","Son La","112","40","55","753","14","23","13"
"303","2025-11-14 23:18:08.407466+00","Tay Ninh","71","20","29","450","6","17","20"
"304","2025-11-14 23:18:10.462225+00","Thai Binh","94","32","40","674","11","25","10"
"305","2025-11-14 23:18:13.293525+00","Thai Binh Province","86","28","40","762","12","25","10"
"306","2025-11-14 23:18:16.672302+00","Thua Thien Hue","58","13","21","250","2","7","28"
"307","2025-11-14 23:18:17.970187+00","Tra Vinh","69","19","26","305","2","6","37"
"308","2025-11-14 23:18:19.848141+00","Tuyen Quang Province","96","33","37","610","9","19","14"
"309","2025-11-14 23:18:23.56963+00","Vinh Long","84","26","35","582","6","19","13"
"310","2025-11-14 23:18:27.978709+00","Vinh Phuc","127","46","51","1000","16","35","5"
"311","2025-11-15 01:22:42.769723+00","Ba Ria Vung Tau","75","22","34","390","5","16","22"
"312","2025-11-15 01:22:44.033336+00","Bac Giang","85","28","39","609","8","25","5"
"313","2025-11-15 01:22:45.282362+00","Bac Ninh","113","42","54","724","12","31","3"
"314","2025-11-15 01:22:46.47444+00","Binh Dinh","65","17","24","292","5","18","34"
"315","2025-11-15 01:22:47.690188+00","Binh Duong","72","20","27","356","5","14","24"
"316","2025-11-15 01:22:48.967834+00","Can Tho","75","22","29","748","6","23","11"
"317","2025-11-15 01:22:49.711719+00","Cao Bang","88","29","48","525","2","12","4"
"318","2025-11-15 01:22:50.936883+00","Da Nang","64","16","22","280","2","7","38"
