"id","timestamp","location","aqi","pm25","pm10","co","so2","no2","o3"
"14195","2025-11-30 04:40:29.793187+00","Thai Binh Province","156","62","82","803","12","24","9"
"14196","2025-11-30 04:40:32.98757+00","Thua Thien Hue","88","29","51","322","3","7","28"
"14197","2025-11-30 04:40:37.013798+00","Tra Vinh","76","22","27","350","6","6","74"
"14198","2025-11-30 04:40:39.507216+00","Tuyen Quang Province","156","63","73","831","18","22","18"
"14199","2025-11-30 04:40:42.235461+00","Vinh Long","98","34","42","910","6","16","32"
"14200","2025-11-30 04:40:44.769841+00","Vinh Phuc","169","81","95","1000","25","35","10"
"14201","2025-11-30 05:25:56.403646+00","Ba Ria Vung Tau","100","36","51","448","12","12","46"
"14202","2025-11-30 05:25:58.593954+00","Bac Giang","156","62","74","835","16","27","13"
"14203","2025-11-30 05:26:00.801628+00","Bac Ninh","159","68","75","989","20","32","10"
"14204","2025-11-30 05:26:02.975446+00","Binh Dinh","64","16","19","316","4","14","34"
"14205","2025-11-30 05:26:05.154412+00","Binh Duong","83","26","45","746","12","22","28"
"14206","2025-11-30 05:26:07.303513+00","Can Tho","90","30","43","901","5","15","31"
"14207","2025-11-30 05:26:09.45343+00","Cao Bang","92","31","44","486","2","10","7"
"14208","2025-11-30 05:26:11.612329+00","Da Nang","100","35","58","292","3","9","40"
"14209","2025-11-30 05:26:13.762788+00","Gia Lai","68","18","21","601","6","33","32"
"14210","2025-11-30 05:26:15.907254+00","Ha Nam","164","73","94","991","23","33","14"
"14211","2025-11-30 05:26:18.060632+00","Ha Nam Province","157","64","82","968","20","30","14"
"14212","2025-11-30 05:26:20.280621+00","Ha Noi","170","82","97","946","23","33","12"
"14213","2025-11-30 05:26:22.428857+00","Hai Duong","156","62","73","764","16","28","18"
"14214","2025-11-30 05:26:24.577793+00","Hai Phong","158","65","81","764","12","24","12"
"14215","2025-11-30 05:26:26.764375+00","Ho Chi Minh","93","31","48","850","16","22","24"
"14216","2025-11-30 05:26:28.955457+00","Hanoi","192","114","140","692","27","30","27"
"14217","2025-11-30 05:26:31.111557+00","Hung Yen","156","63","84","989","18","28","14"
"14218","2025-11-30 05:26:33.265031+00","Hoa Binh Province","178","94","118","1000","24","35","12"
"14219","2025-11-30 05:26:35.414273+00","Khanh Hoa","59","14","18","251","1","4","23"
"14220","2025-11-30 05:26:37.56234+00","Lam Dong","53","10","12","219","1","7","25"
"14221","2025-11-30 05:26:39.753524+00","Lang Son","108","38","52","559","9","18","14"
"14222","2025-11-30 05:26:41.914323+00","Lang Son Province","154","60","70","787","16","26","13"
"14223","2025-11-30 05:26:44.143318+00","Lao Cai","73","21","30","254","4","6","24"
"14224","2025-11-30 05:26:46.298727+00","Long An","100","36","40","700","14","26","30"
"14225","2025-11-30 05:26:48.458913+00","Nghe An","108","38","45","610","10","16","14"
"14226","2025-11-30 05:26:50.624599+00","Ninh Binh","163","73","94","988","19","30","13"
"14227","2025-11-30 05:26:52.778527+00","Ninh Thuan","68","18","23","305","6","8","29"
"14228","2025-11-30 05:26:54.930116+00","Phu Tho","147","54","63","589","10","13","21"
"14229","2025-11-30 05:26:57.082025+00","Quang Binh Province","105","37","53","419","2","11","37"
"14230","2025-11-30 05:26:59.258123+00","Quang Nam","90","30","35","337","3","9","38"
"14231","2025-11-30 05:27:01.409154+00","Quang Ngai","119","43","48","315","2","5","6"
"14232","2025-11-30 05:27:03.59316+00","Quang Ninh","113","41","58","631","10","17","25"
"14233","2025-11-30 05:27:05.826858+00","Quang Ninh Province","99","35","48","581","6","12","30"
"14234","2025-11-30 05:27:07.988417+00","Quang Tri","99","35","48","581","6","12","30"
"14235","2025-11-30 05:27:10.1438+00","Son La","156","63","75","861","17","21","18"
"14236","2025-11-30 05:27:12.300574+00","Tay Ninh","86","28","51","718","14","22","34"
"14237","2025-11-30 05:27:14.459938+00","Thai Binh","158","65","83","830","10","24","9"
"14238","2025-11-30 05:27:16.617452+00","Thai Binh Province","156","62","82","803","12","24","9"
"14239","2025-11-30 05:27:18.776347+00","Thua Thien Hue","88","29","51","322","3","7","28"
"14240","2025-11-30 05:27:20.944116+00","Tra Vinh","76","22","27","350","6","6","74"
"14241","2025-11-30 05:27:23.090614+00","Tuyen Quang Province","156","63","73","831","18","22","18"
"14242","2025-11-30 05:27:25.254665+00","Vinh Long","98","34","42","910","6","16","32"
"14243","2025-11-30 05:27:27.454731+00","Vinh Phuc","169","81","95","1000","25","35","10"
"14244","2025-11-30 06:37:43.218955+00","Ba Ria Vung Tau","100","36","51","448","12","12","46"
"14245","2025-11-30 06:37:45.420236+00","Bac Giang","156","62","74","835","16","27","13"
"14246","2025-11-30 06:37:47.600534+00","Bac Ninh","159","68","75","989","20","32","10"
"14247","2025-11-30 06:37:49.768576+00","Binh Dinh","64","16","19","316","4","14","34"
"14248","2025-11-30 06:37:51.924058+00","Binh Duong","83","26","45","746","12","22","28"
"14249","2025-11-30 06:37:54.084567+00","Can Tho","90","30","43","901","5","15","31"
"14250","2025-11-30 06:37:56.235433+00","Cao Bang","92","31","44","486","2","10","7"
"14251","2025-11-30 06:37:58.450518+00","Da Nang","100","35","58","292","3","9","40"
"14252","2025-11-30 06:38:00.610528+00","Gia Lai","68","18","21","601","6","33","32"
"14253","2025-11-30 06:38:02.780932+00","Ha Nam","164","73","94","991","23","33","14"
"14254","2025-11-30 06:38:04.952282+00","Ha Nam Province","157","64","82","968","20","30","14"
"14255","2025-11-30 06:38:07.15406+00","Ha Noi","170","82","97","946","23","33","12"
"14256","2025-11-30 06:38:09.303588+00","Hai Duong","156","62","73","764","16","28","18"
"14257","2025-11-30 06:38:11.476337+00","Hai Phong","158","65","81","764","12","24","12"
"14258","2025-11-30 06:38:13.637365+00","Ho Chi Minh","93","31","48","850","16","22","24"
"14259","2025-11-30 06:38:15.788181+00","Hanoi","192","114","140","692","27","30","27"
"14260","2025-11-30 06:38:17.948735+00","Hung Yen","156","63","84","989","18","28","14"
"14261","2025-11-30 06:38:20.116663+00","Hoa Binh Province","178","94","118","1000","24","35","12"
"14262","2025-11-30 06:38:22.265594+00","Khanh Hoa","59","14","18","251","1","4","23"
"14263","2025-11-30 06:38:24.425684+00","Lam Dong","53","10","12","219","1","7","25"
"14264","2025-11-30 06:38:26.586571+00","Lang Son","108","38","52","559","9","18","14"
"14265","2025-11-30 06:38:28.7454+00","Lang Son Province","154","60","70","787","16","26","13"
"14266","2025-11-30 06:38:30.959772+00","Lao Cai","73","21","30","254","4","6","24"
"14267","2025-11-30 06:38:33.11242+00","Long An","100","36","40","700","14","26","30"
"14268","2025-11-30 06:38:35.260575+00","Nghe An","108","38","45","610","10","16","14"
"14269","2025-11-30 06:38:37.411177+00","Ninh Binh","163","73","94","988","19","30","13"
"14270","2025-11-30 06:38:39.56406+00","Ninh Thuan","68","18","23","305","6","8","29"
"14271","2025-11-30 06:38:41.707526+00","Phu Tho","147","54","63","589","10","13","21"
"14272","2025-11-30 06:38:43.876509+00","Quang Binh Province","105","37","53","419","2","11","37"
"14273","2025-11-30 06:38:46.038453+00","Quang Nam","90","30","35","337","3","9","38"
"14274","2025-11-30 06:38:48.199707+00","Quang Ngai","119","43","48","315","2","5","6"
"14275","2025-11-30 06:38:50.365187+00","Quang Ninh","113","41","58","631","10","17","25"
"14276","2025-11-30 06:38:52.569348+00","Quang Ninh Province","99","35","48","581","6","12","30"
"14277","2025-11-30 06:38:54.718966+00","Quang Tri","99","35","48","581","6","12","30"
"14278","2025-11-30 06:38:56.881192+00","Son La","156","63","75","861","17","21","18"
"14279","2025-11-30 06:38:59.050409+00","Tay Ninh","86","28","51","718","14","22","34"
"14280","2025-11-30 06:39:01.273075+00","Thai Binh","158","65","83","830","10","24","9"
"14281","2025-11-30 06:39:03.41463+00","Thai Binh Province","156","62","82","803","12","24","9"
"14282","2025-11-30 06:39:05.565938+00","Thua Thien Hue","88","29","51","322","3","7","28"
"14283","2025-11-30 06:39:07.726626+00","Tra Vinh","76","22","27","350","6","6","74"
"14284","2025-11-30 06:39:09.874388+00","Tuyen Quang Province","156","63","73","831","18","22","18"
"14285","2025-11-30 06:39:12.026082+00","Vinh Long","98","34","42","910","6","16","32"
"14286","2025-11-30 06:39:14.233163+00","Vinh Phuc","169","81","95","1000","25","35","10"
"14287","2025-11-30 07:22:26.130879+00","Ba Ria Vung Tau","100","36","51","448","12","12","46"
"14288","2025-11-30 07:22:28.340281+00","Bac Giang","156","62","74","835","16","27","13"
"14289","2025-11-30 07:22:30.508174+00","Bac Ninh","159","68","75","989","20","32","10"
"14290","2025-11-30 07:22:32.687076+00","Binh Dinh","64","16","19","316","4","14","34"
"14291","2025-11-30 07:22:34.865891+00","Binh Duong","83","26","45","746","12","22","28"
"14292","2025-11-30 07:22:37.031272+00","Can Tho","90","30","43","901","5","15","31"
"14293","2025-11-30 07:22:39.185275+00","Cao Bang","92","31","44","486","2","10","7"
"14294","2025-11-30 07:22:41.342948+00","Da Nang","100","35","58","292","3","9","40"
"14295","2025-11-30 07:22:43.51797+00","Gia Lai","68","18","21","601","6","33","32"
"14296","2025-11-30 07:22:45.681937+00","Ha Nam","164","73","94","991","23","33","14"
"14297","2025-11-30 07:22:47.834248+00","Ha Nam Province","157","64","82","968","20","30","14"
"14298","2025-11-30 07:22:50.055165+00","Ha Noi","170","82","97","946","23","33","12"
"14299","2025-11-30 07:22:52.205686+00","Hai Duong","156","62","73","764","16","28","18"
"14300","2025-11-30 07:22:54.387114+00","Hai Phong","158","65","81","764","12","24","12"
"14301","2025-11-30 07:22:56.541414+00","Ho Chi Minh","93","31","48","850","16","22","24"
"14302","2025-11-30 07:22:58.709593+00","Hanoi","192","114","140","692","27","30","27"
"14303","2025-11-30 07:23:00.869046+00","Hung Yen","156","63","84","989","18","28","14"
"14304","2025-11-30 07:23:03.020547+00","Hoa Binh Province","178","94","118","1000","24","35","12"
"14305","2025-11-30 07:23:05.191096+00","Khanh Hoa","59","14","18","251","1","4","23"
"14306","2025-11-30 07:23:07.340503+00","Lam Dong","53","10","12","219","1","7","25"
"14307","2025-11-30 07:23:09.501057+00","Lang Son","108","38","52","559","9","18","14"
"14308","2025-11-30 07:23:11.653966+00","Lang Son Province","154","60","70","787","16","26","13"
"14309","2025-11-30 07:23:13.86696+00","Lao Cai","73","21","30","254","4","6","24"
"14310","2025-11-30 07:23:16.012941+00","Long An","100","36","40","700","14","26","30"
"14311","2025-11-30 07:23:18.168397+00","Nghe An","108","38","45","610","10","16","14"
"14312","2025-11-30 07:23:20.332504+00","Ninh Binh","163","73","94","988","19","30","13"
"14313","2025-11-30 07:23:22.517135+00","Ninh Thuan","68","18","23","305","6","8","29"
"14314","2025-11-30 07:23:24.667759+00","Phu Tho","147","54","63","589","10","13","21"
"14315","2025-11-30 07:23:26.829969+00","Quang Binh Province","105","37","53","419","2","11","37"
"14316","2025-11-30 07:23:28.990009+00","Quang Nam","90","30","35","337","3","9","38"
"14317","2025-11-30 07:23:31.144565+00","Quang Ngai","119","43","48","315","2","5","6"
"14318","2025-11-30 07:23:33.299354+00","Quang Ninh","113","41","58","631","10","17","25"
"14319","2025-11-30 07:23:35.503876+00","Quang Ninh Province","99","35","48","581","6","12","30"
"14320","2025-11-30 07:23:37.651237+00","Quang Tri","99","35","48","581","6","12","30"
"14321","2025-11-30 07:23:39.80265+00","Son La","156","63","75","861","17","21","18"
"14322","2025-11-30 07:23:41.953937+00","Tay Ninh","86","28","51","718","14","22","34"
"14323","2025-11-30 07:23:46.344223+00","Thai Binh","154","59","70","326","9","13","58"
"14324","2025-11-30 07:23:48.507495+00","Thai Binh Province","156","62","82","803","12","24","9"
"14325","2025-11-30 07:23:50.657171+00","Thua Thien Hue","88","29","51","322","3","7","28"
"14326","2025-11-30 07:23:52.817514+00","Tra Vinh","76","22","27","350","6","6","74"
"14327","2025-11-30 07:23:54.981443+00","Tuyen Quang Province","156","63","73","831","18","22","18"
"14328","2025-11-30 07:23:57.14705+00","Vinh Long","98","34","42","910","6","16","32"
"14329","2025-11-30 07:23:59.348448+00","Vinh Phuc","169","81","95","1000","25","35","10"
"14330","2025-11-30 08:30:36.506672+00","Ba Ria Vung Tau","111","40","56","405","10","10","104"
"14331","2025-11-30 08:30:39.815562+00","Bac Giang","170","82","95","333","16","15","56"
"14332","2025-11-30 08:30:46.160239+00","Bac Ninh","181","98","107","405","20","17","62"
"14333","2025-11-30 08:30:49.447836+00","Binh Dinh","61","15","18","265","3","15","47"
"14334","2025-11-30 08:30:52.677335+00","Binh Duong","68","18","27","292","4","10","72"
"14335","2025-11-30 08:30:56.112078+00","Can Tho","68","18","27","733","4","9","71"
"14336","2025-11-30 08:31:00.176032+00","Cao Bang","128","46","74","573","3","8","39"
"14337","2025-11-30 08:31:05.013094+00","Da Nang","84","26","46","280","3","6","58"
"14338","2025-11-30 08:31:08.105564+00","Gia Lai","61","15","16","337","4","29","40"
"14339","2025-11-30 08:31:12.268751+00","Ha Nam","173","87","97","489","20","20","61"
"14340","2025-11-30 08:31:15.597639+00","Ha Nam Province","165","76","82","446","19","19","59"
"14341","2025-11-30 08:31:18.916948+00","Ha Noi","186","106","123","466","24","20","61"
"14342","2025-11-30 08:31:22.137824+00","Hai Duong","154","59","72","331","15","17","55"
"14343","2025-11-30 08:31:26.118722+00","Hai Phong","164","73","97","312","13","14","58"
"14344","2025-11-30 08:31:28.239074+00","Ho Chi Minh","77","23","36","347","13","12","77"
"14345","2025-11-30 08:31:30.636078+00","Hanoi","165","75","92","458","24","20","58"
"14346","2025-11-30 08:31:33.881734+00","Hung Yen","160","68","82","430","20","18","59"
"14347","2025-11-30 08:31:37.58165+00","Hoa Binh Province","180","97","112","479","25","20","61"
"14348","2025-11-30 08:31:42.323612+00","Khanh Hoa","66","17","23","223","2","6","48"
"14349","2025-11-30 08:31:45.627191+00","Lam Dong","50","9","17","177","1","5","26"
"14350","2025-11-30 08:31:48.881876+00","Lang Son","118","42","70","370","9","12","44"
"14351","2025-11-30 08:31:52.156569+00","Lang Son Province","164","74","91","318","15","14","56"
"14352","2025-11-30 08:31:56.133108+00","Lao Cai","62","15","24","191","3","4","53"
"14353","2025-11-30 08:31:59.308614+00","Long An","80","25","27","323","7","14","74"
"14354","2025-11-30 08:32:03.360591+00","Nghe An","87","28","31","915","13","18","40"
"14355","2025-11-30 08:32:05.832257+00","Ninh Binh","139","51","55","1000","14","9","34"
"14356","2025-11-30 08:32:09.162647+00","Ninh Thuan","96","33","37","220","2","8","82"
"14357","2025-11-30 08:32:12.494451+00","Phu Tho","158","65","82","437","19","6","54"
"14358","2025-11-30 08:32:16.219225+00","Quang Binh Province","73","21","39","523","7","14","47"
"14359","2025-11-30 08:32:19.623273+00","Quang Nam","71","20","36","238","3","7","35"
"14360","2025-11-30 08:32:22.875084+00","Quang Ngai","82","26","31","267","2","7","35"
"14361","2025-11-30 08:32:25.950158+00","Quang Ninh","121","47","61","282","9","9","57"
"14362","2025-11-30 08:32:29.861914+00","Quang Ninh Province","110","39","43","265","6","5","60"
"14363","2025-11-30 08:32:31.983639+00","Quang Tri","110","39","43","265","6","5","60"
"14364","2025-11-30 08:32:35.597514+00","Son La","144","53","62","492","22","12","58"
"14365","2025-11-30 08:32:38.900284+00","Tay Ninh","64","16","25","332","8","11","76"
"14366","2025-11-30 08:32:41.348208+00","Thai Binh","154","59","70","326","9","13","58"
"14367","2025-11-30 08:32:44.619329+00","Thai Binh Province","166","77","89","290","9","14","56"
"14368","2025-11-30 08:32:49.275688+00","Thua Thien Hue","71","20","37","250","2","5","43"
"14369","2025-11-30 08:32:51.754806+00","Tra Vinh","76","22","27","350","6","6","74"
"14370","2025-11-30 08:32:54.938757+00","Tuyen Quang Province","152","57","64","461","22","12","59"
"14371","2025-11-30 08:32:58.027432+00","Vinh Long","71","20","28","695","4","9","68"
"14372","2025-11-30 08:33:01.312819+00","Vinh Phuc","187","107","125","488","26","20","68"
"14373","2025-11-30 09:24:37.697028+00","Ba Ria Vung Tau","111","40","56","405","10","10","104"
"14374","2025-11-30 09:24:40.174378+00","Bac Giang","170","82","95","333","16","15","56"
"14375","2025-11-30 09:24:42.753031+00","Bac Ninh","181","98","107","405","20","17","62"
"14376","2025-11-30 09:24:45.21649+00","Binh Dinh","61","15","18","265","3","15","47"
"14377","2025-11-30 09:24:47.797557+00","Binh Duong","68","18","27","292","4","10","72"
"14378","2025-11-30 09:24:50.269955+00","Can Tho","68","18","27","733","4","9","71"
"14379","2025-11-30 09:24:52.788407+00","Cao Bang","128","46","74","573","3","8","39"
"14380","2025-11-30 09:24:55.346146+00","Da Nang","84","26","46","280","3","6","58"
"14381","2025-11-30 09:24:57.925527+00","Gia Lai","61","15","16","337","4","29","40"
"14382","2025-11-30 09:25:01.341895+00","Ha Nam","173","87","97","489","20","20","61"
"14383","2025-11-30 09:25:03.810373+00","Ha Nam Province","165","76","82","446","19","19","59"
"14384","2025-11-30 09:25:06.425376+00","Ha Noi","186","106","123","466","24","20","61"
"14385","2025-11-30 09:25:09.791889+00","Hai Duong","154","59","72","331","15","17","55"
"14386","2025-11-30 09:25:12.239517+00","Hai Phong","164","73","97","312","13","14","58"
"14387","2025-11-30 09:25:14.428626+00","Ho Chi Minh","77","23","36","347","13","12","77"
"14388","2025-11-30 09:25:16.891466+00","Hanoi","165","75","92","458","24","20","58"
"14389","2025-11-30 09:25:19.419446+00","Hung Yen","160","68","82","430","20","18","59"
"14390","2025-11-30 09:25:21.86456+00","Hoa Binh Province","180","97","112","479","25","20","61"
"14391","2025-11-30 09:25:25.223897+00","Khanh Hoa","66","17","23","223","2","6","48"
"14392","2025-11-30 09:25:27.678603+00","Lam Dong","50","9","17","177","1","5","26"
"14393","2025-11-30 09:25:30.245741+00","Lang Son","118","42","70","370","9","12","44"
"14394","2025-11-30 09:25:32.702285+00","Lang Son Province","164","74","91","318","15","14","56"
"14395","2025-11-30 09:25:36.062289+00","Lao Cai","62","15","24","191","3","4","53"
"14396","2025-11-30 09:25:38.519219+00","Long An","80","25","27","323","7","14","74"
"14397","2025-11-30 09:25:41.877264+00","Nghe An","87","28","31","915","13","18","40"
"14398","2025-11-30 09:25:44.434033+00","Ninh Binh","139","51","55","1000","14","9","34"
"14399","2025-11-30 09:25:47.004578+00","Ninh Thuan","96","33","37","220","2","8","82"
"14400","2025-11-30 09:25:49.592841+00","Phu Tho","158","65","82","437","19","6","54"
"14401","2025-11-30 09:25:52.910756+00","Quang Binh Province","73","21","39","523","7","14","47"
"14402","2025-11-30 09:25:55.540381+00","Quang Nam","71","20","36","238","3","7","35"
"14403","2025-11-30 09:25:58.003629+00","Quang Ngai","82","26","31","267","2","7","35"
"14404","2025-11-30 09:26:00.592296+00","Quang Ninh","121","47","61","282","9","9","57"
"14405","2025-11-30 09:26:03.979421+00","Quang Ninh Province","110","39","43","265","6","5","60"
"14406","2025-11-30 09:26:06.165663+00","Quang Tri","110","39","43","265","6","5","60"
"14407","2025-11-30 09:26:08.639713+00","Son La","144","53","62","492","22","12","58"
"14408","2025-11-30 09:26:11.094705+00","Tay Ninh","64","16","25","332","8","11","76"
"14409","2025-11-30 09:26:13.56134+00","Thai Binh","154","59","70","326","9","13","58"
"14410","2025-11-30 09:26:15.99103+00","Thai Binh Province","166","77","89","290","9","14","56"
"14411","2025-11-30 09:26:19.401504+00","Thua Thien Hue","71","20","37","250","2","5","43"
"14412","2025-11-30 09:26:21.983212+00","Tra Vinh","76","22","27","350","6","6","74"
"14413","2025-11-30 09:26:24.431637+00","Tuyen Quang Province","152","57","64","461","22","12","59"
"14414","2025-11-30 09:26:26.893741+00","Vinh Long","71","20","28","695","4","9","68"
"14415","2025-11-30 09:26:29.387154+00","Vinh Phuc","187","107","125","488","26","20","68"
"14416","2025-11-30 10:25:24.061963+00","Ba Ria Vung Tau","111","40","56","405","10","10","104"
"14417","2025-11-30 10:25:26.470328+00","Bac Giang","170","82","95","333","16","15","56"
"14418","2025-11-30 10:25:28.906663+00","Bac Ninh","181","98","107","405","20","17","62"
"14419","2025-11-30 10:25:31.298619+00","Binh Dinh","61","15","18","265","3","15","47"
"14420","2025-11-30 10:25:33.783316+00","Binh Duong","68","18","27","292","4","10","72"
"14421","2025-11-30 10:25:36.212777+00","Can Tho","68","18","27","733","4","9","71"
"14422","2025-11-30 10:25:38.62021+00","Cao Bang","128","46","74","573","3","8","39"
"14423","2025-11-30 10:25:40.999769+00","Da Nang","84","26","46","280","3","6","58"
"14424","2025-11-30 10:25:44.184427+00","Gia Lai","61","15","16","337","4","29","40"
"14425","2025-11-30 10:25:47.35145+00","Ha Nam","173","87","97","489","20","20","61"
"14426","2025-11-30 10:25:49.709561+00","Ha Nam Province","165","76","82","446","19","19","59"
"14427","2025-11-30 10:25:53.674327+00","Ha Noi","185","104","121","461","22","21","63"
"14428","2025-11-30 10:25:56.909657+00","Hai Duong","154","59","72","331","15","17","55"
"14429","2025-11-30 10:25:59.382901+00","Hai Phong","164","73","97","312","13","14","58"
"14430","2025-11-30 10:26:02.011423+00","Ho Chi Minh","77","23","36","347","13","12","77"
"14431","2025-11-30 10:26:05.134409+00","Hanoi","165","75","92","458","24","20","58"
"14432","2025-11-30 10:26:07.634636+00","Hung Yen","160","68","82","430","20","18","59"
"14433","2025-11-30 10:26:10.138169+00","Hoa Binh Province","180","97","112","479","25","20","61"
"14434","2025-11-30 10:26:13.337206+00","Khanh Hoa","66","17","23","223","2","6","48"
"14435","2025-11-30 10:26:15.816658+00","Lam Dong","50","9","17","177","1","5","26"
"14436","2025-11-30 10:26:18.28293+00","Lang Son","118","42","70","370","9","12","44"
"14437","2025-11-30 10:26:20.774928+00","Lang Son Province","164","74","91","318","15","14","56"
"14438","2025-11-30 10:26:24.072375+00","Lao Cai","62","15","24","191","3","4","53"
"14439","2025-11-30 10:26:26.571726+00","Long An","80","25","27","323","7","14","74"
"14440","2025-11-30 10:26:29.789692+00","Nghe An","87","28","31","915","13","18","40"
"14441","2025-11-30 10:26:32.853908+00","Ninh Binh","161","69","78","1000","15","11","34"
"14442","2025-11-30 10:26:35.320016+00","Ninh Thuan","96","33","37","220","2","8","82"
"14443","2025-11-30 10:26:38.472766+00","Phu Tho","158","65","82","437","19","6","54"
"14444","2025-11-30 10:26:41.636074+00","Quang Binh Province","73","21","39","523","7","14","47"
"14445","2025-11-30 10:26:44.033352+00","Quang Nam","71","20","36","238","3","7","35"
"14446","2025-11-30 10:26:46.426425+00","Quang Ngai","82","26","31","267","2","7","35"
"14447","2025-11-30 10:26:48.913133+00","Quang Ninh","121","47","61","282","9","9","57"
"14448","2025-11-30 10:26:52.142019+00","Quang Ninh Province","110","39","43","265","6","5","60"
"14449","2025-11-30 10:26:54.267684+00","Quang Tri","110","39","43","265","6","5","60"
"14450","2025-11-30 10:26:56.658475+00","Son La","144","53","62","492","22","12","58"
"14451","2025-11-30 10:26:59.159788+00","Tay Ninh","64","16","25","332","8","11","76"
"14452","2025-11-30 10:27:01.670963+00","Thai Binh","154","59","70","326","9","13","58"
"14453","2025-11-30 10:27:04.90365+00","Thai Binh Province","166","77","89","290","9","14","56"
"14454","2025-11-30 10:27:08.135887+00","Thua Thien Hue","71","20","37","250","2","5","43"
"14455","2025-11-30 10:27:11.314593+00","Tra Vinh","74","22","23","280","4","11","60"
"14456","2025-11-30 10:27:13.764344+00","Tuyen Quang Province","152","57","64","461","22","12","59"
"14457","2025-11-30 10:27:16.243924+00","Vinh Long","71","20","28","695","4","9","68"
"14458","2025-11-30 10:27:18.941817+00","Vinh Phuc","187","107","125","488","26","20","68"
"14459","2025-11-30 11:19:43.792054+00","Ba Ria Vung Tau","111","40","56","405","10","10","104"
"14460","2025-11-30 11:19:45.990369+00","Bac Giang","170","82","95","333","16","15","56"
"14461","2025-11-30 11:19:48.166883+00","Bac Ninh","181","98","107","405","20","17","62"
"14462","2025-11-30 11:19:50.33814+00","Binh Dinh","61","15","18","265","3","15","47"
"14463","2025-11-30 11:19:52.518755+00","Binh Duong","68","18","27","292","4","10","72"
"14464","2025-11-30 11:19:54.709316+00","Can Tho","68","18","27","733","4","9","71"
"14465","2025-11-30 11:19:56.902491+00","Cao Bang","128","46","74","573","3","8","39"
"14466","2025-11-30 11:19:59.094104+00","Da Nang","84","26","46","280","3","6","58"
"14467","2025-11-30 11:20:01.276145+00","Gia Lai","61","15","16","337","4","29","40"
"14468","2025-11-30 11:20:03.450064+00","Ha Nam","173","87","97","489","20","20","61"
"14469","2025-11-30 11:20:06.117438+00","Ha Nam Province","165","76","82","446","19","19","59"
"14470","2025-11-30 11:20:10.10466+00","Ha Noi","174","88","104","648","24","25","45"
"14471","2025-11-30 11:20:12.279658+00","Hai Duong","154","59","72","331","15","17","55"
"14472","2025-11-30 11:20:14.456695+00","Hai Phong","164","73","97","312","13","14","58"
"14473","2025-11-30 11:20:16.632237+00","Ho Chi Minh","77","23","36","347","13","12","77"
"14474","2025-11-30 11:20:20.52807+00","Hanoi","174","88","106","662","26","27","42"
"14475","2025-11-30 11:20:22.709513+00","Hung Yen","160","68","82","430","20","18","59"
"14476","2025-11-30 11:20:24.883787+00","Hoa Binh Province","180","97","112","479","25","20","61"
"14477","2025-11-30 11:20:27.063109+00","Khanh Hoa","66","17","23","223","2","6","48"
"14478","2025-11-30 11:20:29.217573+00","Lam Dong","50","9","17","177","1","5","26"
"14479","2025-11-30 11:20:31.389915+00","Lang Son","118","42","70","370","9","12","44"
"14480","2025-11-30 11:20:33.563271+00","Lang Son Province","164","74","91","318","15","14","56"
"14481","2025-11-30 11:20:35.775245+00","Lao Cai","62","15","24","191","3","4","53"
"14482","2025-11-30 11:20:38.285709+00","Long An","80","25","27","323","7","14","74"
"14483","2025-11-30 11:20:40.456868+00","Nghe An","87","28","31","915","13","18","40"
"14484","2025-11-30 11:20:42.994682+00","Ninh Binh","161","69","78","1000","15","11","34"
"14485","2025-11-30 11:20:45.166024+00","Ninh Thuan","96","33","37","220","2","8","82"
"14486","2025-11-30 11:20:47.337727+00","Phu Tho","158","65","82","437","19","6","54"
"14487","2025-11-30 11:20:49.510655+00","Quang Binh Province","73","21","39","523","7","14","47"
"14488","2025-11-30 11:20:51.683084+00","Quang Nam","71","20","36","238","3","7","35"
"14489","2025-11-30 11:20:54.169975+00","Quang Ngai","82","26","31","267","2","7","35"
"14490","2025-11-30 11:20:56.341337+00","Quang Ninh","121","47","61","282","9","9","57"
"14491","2025-11-30 11:20:58.556477+00","Quang Ninh Province","110","39","43","265","6","5","60"
"14492","2025-11-30 11:21:00.736272+00","Quang Tri","110","39","43","265","6","5","60"
"14493","2025-11-30 11:21:02.90781+00","Son La","144","53","62","492","22","12","58"
"14494","2025-11-30 11:21:05.082538+00","Tay Ninh","64","16","25","332","8","11","76"
"14495","2025-11-30 11:21:07.253263+00","Thai Binh","154","59","70","326","9","13","58"
"14496","2025-11-30 11:21:09.415319+00","Thai Binh Province","166","77","89","290","9","14","56"
"14497","2025-11-30 11:21:11.599098+00","Thua Thien Hue","71","20","37","250","2","5","43"
"14498","2025-11-30 11:21:13.777524+00","Tra Vinh","76","22","27","350","6","6","74"
"14499","2025-11-30 11:21:15.954282+00","Tuyen Quang Province","152","57","64","461","22","12","59"
"14500","2025-11-30 11:21:18.130174+00","Vinh Long","71","20","28","695","4","9","68"
"14501","2025-11-30 11:21:20.369733+00","Vinh Phuc","187","107","125","488","26","20","68"
"14502","2025-11-30 12:48:56.053399+00","Ba Ria Vung Tau","111","40","56","405","10","10","104"
"14503","2025-11-30 12:48:58.271472+00","Bac Giang","170","82","95","333","16","15","56"
"14504","2025-11-30 12:49:00.482237+00","Bac Ninh","181","98","107","405","20","17","62"
"14505","2025-11-30 12:49:02.684119+00","Binh Dinh","61","15","18","265","3","15","47"
